ボルテックス番号, 座標, 合力, VVI作用, 対象VVI, VVI反作用, ピニング力, ローレンツ力, 熱ゆらぎ, 現在速度
5 , 2.999514, 0.023429, -0.040282,8.000000,0.000000,1.998779,-1.965000,0.029933, 0.023429
6 , 6.208268, -0.083108, -0.000125,7.000000,0.040443,1.999963,-1.965000,-0.158352, -0.083108
7 , 15.193668, -0.109440, -0.040107,8.000000,0.000125,1.997032,-1.965000,-0.101491, -0.109440
8 , 18.409873, 0.151930, 0.000000,0.000000,0.039978,1.999999,-1.965000,0.076948, 0.151930
9 , 2.997174, 0.045535, -0.040132,12.000000,0.000000,1.998172,-1.965000,0.052495, 0.045535
10 , 6.209639, -0.096667, -0.000124,11.000000,0.040245,1.999998,-1.965000,-0.171798, -0.096667
11 , 15.200930, -0.004191, -0.040459,12.000000,0.000125,1.999086,-1.965000,0.002058, -0.004191
12 , 18.408389, 0.016855, 0.000000,0.000000,0.040305,1.999968,-1.965000,-0.058448, 0.016855
1 , 2.985566, -0.345250, -0.039666,4.000000,0.000000,1.993380,-1.965000,-0.333965, -0.345250
2 , 6.209645, -0.076682, -0.000125,3.000000,0.039810,1.999997,-1.965000,-0.151346, -0.076682
3 , 15.195370, 0.006569, -0.040226,4.000000,0.000125,1.997614,-1.965000,0.014056, 0.006569
4 , 18.408599, 0.253906, 0.000000,0.000000,0.040184,1.999966,-1.965000,0.178840, 0.253906
